,id,day,name,a_code,h_code,a_price,h_price,a_quote_change,h_quote_change,h_a_comp
1190,389585,2019-04-19,万科A,000002.XSHE,02202,31.48,32.3,2.5407,-1.22,1.1418
1191,389697,2019-04-22,万科A,000002.XSHE,02202,29.51,32.3,-6.2579,-1.22,1.0691
1192,389821,2019-04-23,万科A,000002.XSHE,02202,29.51,30.95,0.0,-4.18,1.115
1193,389917,2019-04-24,万科A,000002.XSHE,02202,29.6,30.75,0.305,-0.65,1.124
1194,389989,2019-04-25,万科A,000002.XSHE,02202,29.39,30.4,-0.7095,-1.14,1.1296
1195,390119,2019-04-26,万科A,000002.XSHE,02202,29.08,30.2,-1.0548,-0.66,1.1215
1196,390187,2019-04-29,万科A,000002.XSHE,02202,29.35,30.85,0.9285,2.15,1.1174
1197,390373,2019-04-30,万科A,000002.XSHE,02202,28.88,30.35,-1.6014,-1.62,1.1101
1198,390437,2019-05-06,万科A,000002.XSHE,02202,27.1,29.45,-6.1634,-3.13,1.0716
1199,390566,2019-05-07,万科A,000002.XSHE,02202,27.98,29.5,3.2472,0.17,1.1018
1200,390664,2019-05-08,万科A,000002.XSHE,02202,27.39,29.15,-2.1086,-1.19,1.0897
1201,390782,2019-05-09,万科A,000002.XSHE,02202,27.02,28.55,-1.3509,-2.06,1.0965
1202,390884,2019-05-10,万科A,000002.XSHE,02202,28.03,29.15,3.738,2.1,1.1066
1203,390996,2019-05-13,万科A,000002.XSHE,02202,28.05,29.15,0.0714,2.1,1.1077
1204,391111,2019-05-14,万科A,000002.XSHE,02202,27.6,28.8,-1.6043,-1.2,1.0952
1205,391275,2019-05-15,万科A,000002.XSHE,02202,28.02,28.65,1.5217,-0.52,1.1178
1206,391307,2019-05-16,万科A,000002.XSHE,02202,28.13,29.1,0.3926,1.57,1.105
1207,391470,2019-05-17,万科A,000002.XSHE,02202,27.36,28.55,-2.7373,-1.89,1.094
1208,391536,2019-05-20,万科A,000002.XSHE,02202,27.26,28.6,-0.3655,0.18,1.0832
1209,391733,2019-05-21,万科A,000002.XSHE,02202,27.52,28.4,0.9538,-0.7,1.1015
1210,391815,2019-05-22,万科A,000002.XSHE,02202,27.36,28.25,-0.5814,-0.53,1.1029
1211,391891,2019-05-23,万科A,000002.XSHE,02202,26.72,27.85,-2.3392,-1.42,1.0917
1212,391996,2019-05-24,万科A,000002.XSHE,02202,26.82,28.1,0.3743,0.9,1.0856
1213,392175,2019-05-27,万科A,000002.XSHE,02202,27.0,27.85,0.6711,-0.89,1.1125
1214,392244,2019-05-28,万科A,000002.XSHE,02202,27.62,28.1,2.2963,0.9,1.12
1215,392392,2019-05-29,万科A,000002.XSHE,02202,27.16,27.7,-1.6655,-1.42,1.1155
1216,392458,2019-05-30,万科A,000002.XSHE,02202,26.92,27.85,-0.8837,0.54,1.0988
1217,392598,2019-05-31,万科A,000002.XSHE,02202,26.7,27.75,-0.8172,-0.36,1.0956
1218,392740,2019-06-03,万科A,000002.XSHE,02202,26.44,27.2,-0.9738,-1.98,1.1041
1219,392771,2019-06-04,万科A,000002.XSHE,02202,26.3,27.25,-0.5295,0.18,1.0968
1220,392869,2019-06-05,万科A,000002.XSHE,02202,27.03,27.8,2.7757,2.02,1.105
1221,392985,2019-06-06,万科A,000002.XSHE,02202,27.12,28.0,0.333,0.72,1.1004
1222,393099,2019-06-10,万科A,000002.XSHE,02202,27.81,28.75,2.5442,2.68,1.0981
1223,393254,2019-06-11,万科A,000002.XSHE,02202,28.33,29.2,1.8698,1.57,1.0994
1224,393325,2019-06-12,万科A,000002.XSHE,02202,28.0,29.25,-1.1648,0.17,1.0867
1225,393424,2019-06-13,万科A,000002.XSHE,02202,27.83,29.95,-0.6071,2.39,1.0523
1226,393608,2019-06-14,万科A,000002.XSHE,02202,27.93,29.55,0.3593,-1.34,1.0705
1227,393723,2019-06-17,万科A,000002.XSHE,02202,27.91,29.3,-0.0716,-0.85,1.0842
1228,393844,2019-06-18,万科A,000002.XSHE,02202,27.7,29.15,-0.7524,-0.51,1.0765
1229,393953,2019-06-19,万科A,000002.XSHE,02202,27.73,29.4,0.1083,0.86,1.0716
1230,394049,2019-06-20,万科A,000002.XSHE,02202,28.45,29.7,2.5965,1.02,1.0869
1231,394194,2019-06-21,万科A,000002.XSHE,02202,28.31,29.15,-0.4921,-1.85,1.1089
1232,394235,2019-06-24,万科A,000002.XSHE,02202,28.13,29.3,-0.6358,0.51,1.0945
1233,394398,2019-06-25,万科A,000002.XSHE,02202,27.88,28.75,-0.8887,-1.88,1.1027
1234,394450,2019-06-26,万科A,000002.XSHE,02202,27.79,29.05,-0.3228,1.04,1.0873
1235,394630,2019-06-27,万科A,000002.XSHE,02202,27.84,29.05,0.1799,0.0,1.0895
1236,394672,2019-06-28,万科A,000002.XSHE,02202,27.81,29.3,-0.1078,0.86,1.08
1237,394784,2019-07-01,万科A,000002.XSHE,02202,28.62,29.3,2.9126,0.86,1.112
1238,394895,2019-07-02,万科A,000002.XSHE,02202,28.86,30.1,0.8386,2.73,1.0948
1239,394993,2019-07-03,万科A,000002.XSHE,02202,29.17,30.8,1.0742,2.33,1.0845
1240,395105,2019-07-04,万科A,000002.XSHE,02202,29.55,31.45,1.3027,2.11,1.0661
1241,395277,2019-07-05,万科A,000002.XSHE,02202,29.45,31.35,-0.3384,-0.32,1.0657
1242,395333,2019-07-08,万科A,000002.XSHE,02202,29.15,31.3,-1.0187,-0.16,1.0548
1243,395548,2019-07-09,万科A,000002.XSHE,02202,29.15,30.3,0.0,-3.19,1.0919
1244,395557,2019-07-10,万科A,000002.XSHE,02202,29.17,30.85,0.0686,1.82,1.0733
1245,395720,2019-07-11,万科A,000002.XSHE,02202,29.21,31.0,0.1371,0.49,1.0731
1246,395798,2019-07-12,万科A,000002.XSHE,02202,29.65,31.15,1.5063,0.48,1.0847
1247,395918,2019-07-15,万科A,000002.XSHE,02202,30.0,31.35,1.1804,0.64,1.0901
1248,396014,2019-07-16,万科A,000002.XSHE,02202,30.06,31.75,0.2,1.28,1.0787
1249,396116,2019-07-17,万科A,000002.XSHE,02202,30.13,31.1,0.2329,-2.05,1.103
1250,396275,2019-07-18,万科A,000002.XSHE,02202,30.09,30.95,-0.1328,-0.48,1.1067
1251,396414,2019-07-19,万科A,000002.XSHE,02202,30.71,31.05,2.0605,0.32,1.1252
1252,396486,2019-07-22,万科A,000002.XSHE,02202,31.1,30.75,1.2699,-0.97,1.1559
1253,396670,2019-07-23,万科A,000002.XSHE,02202,30.0,30.15,-3.537,-1.95,1.1308
1254,396689,2019-07-24,万科A,000002.XSHE,02202,29.97,30.4,-0.1,0.83,1.1209
1255,396792,2019-07-25,万科A,000002.XSHE,02202,30.08,31.0,0.367,1.97,1.1048
1256,396933,2019-07-26,万科A,000002.XSHE,02202,29.96,30.9,-0.3989,-0.32,1.1041
1257,397097,2019-07-29,万科A,000002.XSHE,02202,29.7,30.55,-0.8678,-1.13,1.1068
1258,397221,2019-07-30,万科A,000002.XSHE,02202,29.82,30.3,0.404,-0.82,1.1181
1259,397329,2019-07-31,万科A,000002.XSHE,02202,28.76,29.65,-3.5547,-2.15,1.1036
1260,397436,2019-08-01,万科A,000002.XSHE,02202,28.42,29.15,-1.1822,-1.69,1.1101
1261,397499,2019-08-02,万科A,000002.XSHE,02202,28.01,28.6,-1.4426,-1.89,1.1123
1262,397662,2019-08-05,万科A,000002.XSHE,02202,27.01,27.55,-3.5702,-3.67,1.1079
1263,397744,2019-08-06,万科A,000002.XSHE,02202,27.02,27.1,0.037,-1.63,1.1109
1264,397821,2019-08-07,万科A,000002.XSHE,02202,27.36,27.45,1.2583,1.29,1.1133
1265,397970,2019-08-08,万科A,000002.XSHE,02202,27.65,27.65,1.0599,0.73,1.1118
1266,398099,2019-08-09,万科A,000002.XSHE,02202,27.29,27.3,-1.302,-1.27,1.1139
1267,398201,2019-08-12,万科A,000002.XSHE,02202,27.77,27.3,1.7589,0.0,1.1316
1268,398267,2019-08-13,万科A,000002.XSHE,02202,27.33,27.1,-1.5844,-0.73,1.1225
1269,398444,2019-08-14,万科A,000002.XSHE,02202,27.13,27.0,-0.7318,-0.37,1.1208
1270,398490,2019-08-15,万科A,000002.XSHE,02202,26.34,27.4,0.9969,1.48,1.0751
1271,398678,2019-08-16,万科A,000002.XSHE,02202,26.28,27.25,-0.2278,-0.55,1.0766
1272,398763,2019-08-19,万科A,000002.XSHE,02202,26.88,27.7,2.2831,1.65,1.0823
1273,398853,2019-08-20,万科A,000002.XSHE,02202,27.17,27.85,1.0789,0.54,1.0871
1274,398943,2019-08-21,万科A,000002.XSHE,02202,27.39,28.25,0.8097,1.44,1.0781
1275,399093,2019-08-22,万科A,000002.XSHE,02202,27.16,28.25,-0.8397,0.0,1.0688
1276,399228,2019-08-23,万科A,000002.XSHE,02202,26.96,28.15,-0.7364,-0.35,1.0613
1277,399334,2019-08-26,万科A,000002.XSHE,02202,26.45,27.6,-1.8917,-1.95,1.0805
1278,399457,2019-08-27,万科A,000002.XSHE,02202,26.52,27.6,0.2647,0.0,1.0557
1279,399550,2019-08-28,万科A,000002.XSHE,02202,26.55,27.6,0.1131,0.0,1.0551
1280,399716,2019-08-29,万科A,000002.XSHE,02202,25.97,27.05,-2.1846,-1.99,1.0523
1281,399798,2019-08-30,万科A,000002.XSHE,02202,25.8,27.1,-0.6546,0.18,1.0469
1282,399936,2019-09-02,万科A,000002.XSHE,02202,25.89,26.9,0.3488,-0.74,1.0559
1283,399989,2019-09-03,万科A,000002.XSHE,02202,25.7,26.85,-0.7339,-0.19,1.0481
1284,400096,2019-09-04,万科A,000002.XSHE,02202,26.7,27.65,3.8911,2.98,1.0565
1285,400249,2019-09-05,万科A,000002.XSHE,02202,26.7,27.95,0.0,1.08,1.0496
1286,400363,2019-09-06,万科A,000002.XSHE,02202,26.89,28.1,0.7116,0.54,1.0506
1287,400475,2019-09-09,万科A,000002.XSHE,02202,27.07,28.05,0.6694,-0.18,1.0642
1288,400594,2019-09-10,万科A,000002.XSHE,02202,27.24,28.0,0.628,-0.18,1.0721
1289,400713,2019-09-11,万科A,000002.XSHE,02202,26.91,28.1,-1.2115,0.36,1.0554
1290,400783,2019-09-12,万科A,000002.XSHE,02202,27.78,28.45,3.233,1.25,1.0761
1291,400906,2019-09-16,万科A,000002.XSHE,02202,27.21,28.7,-2.0518,-0.17,1.0448
1292,401021,2019-09-17,万科A,000002.XSHE,02202,26.82,28.4,-1.4333,-1.05,1.0408
1293,401131,2019-09-18,万科A,000002.XSHE,02202,26.94,28.45,0.4474,0.18,1.0436
1294,401310,2019-09-19,万科A,000002.XSHE,02202,26.73,27.85,-0.7795,-2.11,1.0577
1295,401354,2019-09-20,万科A,000002.XSHE,02202,26.8,28.05,0.2619,0.72,1.053
1296,401519,2019-09-23,万科A,000002.XSHE,02202,26.15,27.5,-2.4254,-1.96,1.048
1297,401614,2019-09-24,万科A,000002.XSHE,02202,26.13,27.3,-0.0765,-0.73,1.0548
1298,401696,2019-09-25,万科A,000002.XSHE,02202,26.02,27.15,-0.421,-0.55,1.0562
1299,401793,2019-09-26,万科A,000002.XSHE,02202,26.22,27.5,0.7686,1.29,1.0508
1300,401982,2019-09-27,万科A,000002.XSHE,02202,26.0,27.15,-0.8391,-1.27,1.0554
1301,402044,2019-09-30,万科A,000002.XSHE,02202,25.9,27.3,-0.3846,0.55,1.0455
1302,402203,2019-10-08,万科A,000002.XSHE,02202,26.36,27.65,1.7761,-0.36,1.0474
1303,402259,2019-10-09,万科A,000002.XSHE,02202,26.8,27.8,1.6692,0.54,1.0591
1304,402456,2019-10-10,万科A,000002.XSHE,02202,26.62,27.6,-0.6716,-0.72,1.0619
1305,402480,2019-10-11,万科A,000002.XSHE,02202,26.81,28.4,0.7137,2.9,1.0419
1306,402591,2019-10-14,万科A,000002.XSHE,02202,27.12,28.95,1.1563,1.94,1.045
1307,402769,2019-10-15,万科A,000002.XSHE,02202,26.77,28.65,-1.2906,-1.04,1.0384
1308,402822,2019-10-16,万科A,000002.XSHE,02202,27.07,28.85,1.1207,0.7,1.0408
1309,402953,2019-10-17,万科A,000002.XSHE,02202,27.35,29.05,1.0344,0.69,1.0426
1310,403109,2019-10-18,万科A,000002.XSHE,02202,26.96,28.7,-1.426,-1.2,1.0425
1311,403152,2019-10-21,万科A,000002.XSHE,02202,27.64,29.35,2.5223,2.26,1.0428
1312,403371,2019-10-22,万科A,000002.XSHE,02202,27.36,28.9,-1.013,-1.53,1.0506
1313,403475,2019-10-23,万科A,000002.XSHE,02202,26.78,28.35,-2.1199,-1.9,1.048
1314,403537,2019-10-24,万科A,000002.XSHE,02202,26.66,28.55,-0.4481,0.71,1.0375
1315,403643,2019-10-25,万科A,000002.XSHE,02202,26.97,28.6,1.1628,0.18,1.047
1316,403780,2019-10-28,万科A,000002.XSHE,02202,26.88,28.75,-0.3337,0.52,1.0389
1317,403888,2019-10-29,万科A,000002.XSHE,02202,26.67,28.65,-0.7812,-0.35,1.0338
1318,403980,2019-10-30,万科A,000002.XSHE,02202,26.65,28.6,-0.075,-0.17,1.0352
1319,404093,2019-10-31,万科A,000002.XSHE,02202,26.53,28.65,-0.4503,0.17,1.0302
1320,404214,2019-11-01,万科A,000002.XSHE,02202,26.83,29.0,1.1308,1.22,1.0314
1321,404367,2019-11-04,万科A,000002.XSHE,02202,26.86,29.3,0.1118,1.03,1.0222
1322,404517,2019-11-05,万科A,000002.XSHE,02202,26.88,29.2,0.0745,-0.34,1.0276
1323,404626,2019-11-06,万科A,000002.XSHE,02202,26.65,28.8,-0.8557,-1.37,1.0354
1324,404741,2019-11-07,万科A,000002.XSHE,02202,26.57,28.75,-0.3002,-0.17,1.0351
1325,404843,2019-11-08,万科A,000002.XSHE,02202,26.74,28.55,0.6398,-0.7,1.0517
1326,404901,2019-11-11,万科A,000002.XSHE,02202,26.38,28.1,-1.3463,-1.58,1.0522
1327,405018,2019-11-12,万科A,000002.XSHE,02202,26.28,28.4,-0.3791,1.07,1.0343
1328,405193,2019-11-13,万科A,000002.XSHE,02202,26.19,27.85,-0.3425,-1.94,1.0519
1329,405242,2019-11-14,万科A,000002.XSHE,02202,26.39,27.95,0.7637,0.36,1.0537
1330,405357,2019-11-15,万科A,000002.XSHE,02202,26.49,28.2,0.3789,0.89,1.0487
1331,405521,2019-11-18,万科A,000002.XSHE,02202,26.42,28.3,-0.2643,0.35,1.0514
1332,405585,2019-11-19,万科A,000002.XSHE,02202,26.72,28.9,1.1355,2.12,1.0314
1333,405750,2019-11-20,万科A,000002.XSHE,02202,26.65,28.75,-0.262,-0.52,1.0338
1334,405887,2019-11-21,万科A,000002.XSHE,02202,26.75,28.35,0.3752,-1.39,1.0509
1335,405937,2019-11-22,万科A,000002.XSHE,02202,27.01,28.65,0.972,1.06,1.0504
1336,406040,2019-11-25,万科A,000002.XSHE,02202,28.65,30.15,6.0718,5.24,1.0578
1337,406192,2019-11-26,万科A,000002.XSHE,02202,28.35,30.25,-1.0471,0.33,1.0437
1338,406364,2019-11-27,万科A,000002.XSHE,02202,28.0,29.9,-1.2346,-1.16,1.0438
1339,406435,2019-11-28,万科A,000002.XSHE,02202,27.8,29.85,-0.7143,-0.17,1.0385
1340,406590,2019-11-29,万科A,000002.XSHE,02202,27.7,29.3,-0.3597,-1.84,1.0531
1341,406633,2019-12-02,万科A,000002.XSHE,02202,28.05,29.8,1.2635,1.71,1.0572
1342,406821,2019-12-03,万科A,000002.XSHE,02202,28.0,29.7,-0.1783,-0.34,1.0499
1343,406924,2019-12-04,万科A,000002.XSHE,02202,27.78,29.45,-0.7857,-0.84,1.0473
1344,407087,2019-12-05,万科A,000002.XSHE,02202,27.8,29.2,0.072,-0.85,1.0586
1345,407121,2019-12-06,万科A,000002.XSHE,02202,27.86,29.6,0.2158,1.37,1.0475
1346,407261,2019-12-09,万科A,000002.XSHE,02202,28.17,29.8,1.1127,0.68,1.0532
1347,407400,2019-12-10,万科A,000002.XSHE,02202,27.9,29.75,-0.9585,-0.17,1.0445
1348,407514,2019-12-11,万科A,000002.XSHE,02202,28.0,29.95,0.3584,0.67,1.0416
1349,407638,2019-12-12,万科A,000002.XSHE,02202,28.0,30.0,0.0,0.17,1.0367
1350,407767,2019-12-13,万科A,000002.XSHE,02202,28.15,30.45,0.5357,1.5,1.0346
1351,407832,2019-12-16,万科A,000002.XSHE,02202,29.45,30.85,4.6181,1.31,1.0671
1352,407948,2019-12-17,万科A,000002.XSHE,02202,30.45,31.85,3.3956,3.24,1.0667
1353,408083,2019-12-18,万科A,000002.XSHE,02202,30.31,32.0,-0.4598,0.47,1.0555
1354,408186,2019-12-19,万科A,000002.XSHE,02202,31.03,32.25,2.3755,0.78,1.0711
1355,408291,2019-12-20,万科A,000002.XSHE,02202,31.68,32.95,2.0947,2.17,1.0703
1356,408478,2019-12-23,万科A,000002.XSHE,02202,31.01,32.75,-2.1149,-0.61,1.0556
1357,408605,2019-12-24,万科A,000002.XSHE,02202,30.38,32.6,-2.0316,-0.46,1.0362
1358,408724,2019-12-25,万科A,000002.XSHE,02202,30.29,32.6,-0.2962,-0.46,1.0341
1359,408843,2019-12-26,万科A,000002.XSHE,02202,31.12,32.6,2.7402,-0.46,1.0693
1360,408910,2019-12-27,万科A,000002.XSHE,02202,31.0,33.3,-0.3856,2.15,1.0432
1361,409099,2019-12-30,万科A,000002.XSHE,02202,31.57,33.1,1.8387,-0.6,1.0637
1362,409158,2019-12-31,万科A,000002.XSHE,02202,32.18,33.25,1.9322,0.45,1.0798
1363,409261,2020-01-02,万科A,000002.XSHE,02202,32.56,34.35,1.1809,3.31,1.0648
1364,409470,2020-01-03,万科A,000002.XSHE,02202,32.05,33.35,-1.5663,-2.91,1.0763
1365,409559,2020-01-06,万科A,000002.XSHE,02202,31.51,32.9,-1.6849,-1.35,1.0719
1366,409630,2020-01-07,万科A,000002.XSHE,02202,31.76,33.1,0.7934,0.61,1.0702
1367,409741,2020-01-08,万科A,000002.XSHE,02202,31.68,32.9,-0.2519,-0.6,1.0801
1368,409875,2020-01-09,万科A,000002.XSHE,02202,32.2,33.55,1.6414,1.98,1.076
1369,410069,2020-01-10,万科A,000002.XSHE,02202,31.46,32.5,-2.2981,-3.13,1.0864
1370,410105,2020-01-13,万科A,000002.XSHE,02202,31.68,32.8,0.6993,0.92,1.0912
1371,410287,2020-01-14,万科A,000002.XSHE,02202,31.39,32.5,-0.9154,-0.91,1.0903
1372,410395,2020-01-15,万科A,000002.XSHE,02202,30.49,32.15,-2.8672,-1.08,1.0728
1373,410464,2020-01-16,万科A,000002.XSHE,02202,30.53,32.15,0.1312,0.0,1.0724
1374,410629,2020-01-17,万科A,000002.XSHE,02202,30.46,32.2,-0.2293,0.16,1.0701
1375,410778,2020-01-20,万科A,000002.XSHE,02202,29.87,31.15,-1.937,-3.26,1.0878
1376,410868,2020-01-21,万科A,000002.XSHE,02202,29.21,29.85,-2.2096,-4.17,1.1087
1377,410915,2020-01-22,万科A,000002.XSHE,02202,30.11,30.8,3.0811,3.18,1.1017
1378,411101,2020-01-23,万科A,000002.XSHE,02202,28.98,29.9,-3.7529,-2.92,1.0919
1379,411162,2020-02-03,万科A,000002.XSHE,02202,26.63,27.9,-8.109,1.09,1.0695
1380,411299,2020-02-04,万科A,000002.XSHE,02202,27.62,28.65,3.7176,2.69,1.0678
1381,411458,2020-02-05,万科A,000002.XSHE,02202,27.64,28.75,0.0724,0.35,1.0684
1382,411543,2020-02-06,万科A,000002.XSHE,02202,27.9,29.6,0.9407,2.96,1.0506
1383,411655,2020-02-07,万科A,000002.XSHE,02202,27.5,29.6,-1.4337,0.0,1.0361
1384,411760,2020-02-10,万科A,000002.XSHE,02202,28.67,29.95,4.2545,1.18,1.0636
1385,411875,2020-02-11,万科A,000002.XSHE,02202,29.08,30.45,1.4301,1.67,1.0634
1386,412036,2020-02-12,万科A,000002.XSHE,02202,29.08,30.65,0.0,0.66,1.0592
1387,412111,2020-02-13,万科A,000002.XSHE,02202,29.95,30.9,2.9917,0.82,1.0817
1388,412221,2020-02-14,万科A,000002.XSHE,02202,30.8,31.7,2.8381,2.59,1.0831
1389,412438,2020-02-17,万科A,000002.XSHE,02202,30.42,31.6,-1.2338,-0.32,1.0726
1390,412569,2020-02-18,万科A,000002.XSHE,02202,29.7,30.4,-2.3669,-3.8,1.0886
1391,412581,2020-02-19,万科A,000002.XSHE,02202,29.65,31.1,-0.1684,2.3,1.0598
1392,412789,2020-02-20,万科A,000002.XSHE,02202,29.85,30.9,0.6745,-0.64,1.0743
1393,412900,2020-02-21,万科A,000002.XSHE,02202,29.25,30.4,-2.0101,-1.62,1.0675
1394,412990,2020-02-24,万科A,000002.XSHE,02202,28.9,29.85,-1.1966,-1.81,1.0743
1395,413064,2020-02-25,万科A,000002.XSHE,02202,29.33,30.0,1.4879,0.5,1.0851
1396,413177,2020-02-26,万科A,000002.XSHE,02202,30.11,30.3,2.6594,1.0,1.1052
1397,413341,2020-02-27,万科A,000002.XSHE,02202,29.67,30.5,-1.4613,0.66,1.0813
1398,413418,2020-02-28,万科A,000002.XSHE,02202,29.59,30.0,-0.2696,-1.64,1.0988
1399,413547,2020-03-02,万科A,000002.XSHE,02202,31.13,31.1,5.2045,3.67,1.1198
1400,413736,2020-03-03,万科A,000002.XSHE,02202,31.1,30.75,-0.0964,-1.13,1.132
1401,413769,2020-03-04,万科A,000002.XSHE,02202,32.26,31.7,3.7299,3.09,1.1374
1402,413938,2020-03-05,万科A,000002.XSHE,02202,32.3,32.55,0.124,2.68,1.1149
1403,414154,2020-03-06,万科A,000002.XSHE,02202,31.13,31.35,-3.6223,-3.69,1.1138
1404,414216,2020-03-09,万科A,000002.XSHE,02202,30.55,29.85,-1.8632,-4.78,1.1587
1405,414315,2020-03-10,万科A,000002.XSHE,02202,30.8,30.45,0.8183,2.01,1.1331
1406,414468,2020-03-11,万科A,000002.XSHE,02202,30.38,30.2,-1.3636,-0.82,1.1251
1407,414543,2020-03-12,万科A,000002.XSHE,02202,29.95,29.5,-1.4154,-2.32,1.1345
1408,414675,2020-03-13,万科A,000002.XSHE,02202,29.45,29.25,-1.6694,-0.85,1.1152
1409,414846,2020-03-16,万科A,000002.XSHE,02202,28.54,27.55,-3.09,-5.81,1.1541
1410,414944,2020-03-17,万科A,000002.XSHE,02202,28.11,27.15,-1.5067,-1.45,1.1509
1411,415109,2020-03-18,万科A,000002.XSHE,02202,26.3,24.05,-6.439,-11.42,1.2131
1412,415169,2020-03-19,万科A,000002.XSHE,02202,25.23,23.2,-4.0684,-3.53,1.1994
1413,415238,2020-03-20,万科A,000002.XSHE,02202,25.8,25.25,2.2592,8.84,1.1169
1414,415451,2020-03-23,万科A,000002.XSHE,02202,24.55,23.45,-4.845,-7.13,1.1461
1415,415530,2020-03-24,万科A,000002.XSHE,02202,24.9,24.25,1.4257,3.41,1.1245
1416,415616,2020-03-25,万科A,000002.XSHE,02202,26.5,25.65,6.4257,5.77,1.1347
1417,415806,2020-03-26,万科A,000002.XSHE,02202,26.2,25.15,-1.1321,-1.95,1.1371
1418,415863,2020-03-27,万科A,000002.XSHE,02202,26.57,25.8,1.4122,2.58,1.13
1419,416054,2020-03-30,万科A,000002.XSHE,02202,26.04,25.25,-1.9947,-2.13,1.1278
1420,416163,2020-03-31,万科A,000002.XSHE,02202,25.65,25.55,-1.4977,1.19,1.0982
1421,416237,2020-04-01,万科A,000002.XSHE,02202,26.63,25.4,3.8207,-0.59,1.1483
1422,416362,2020-04-02,万科A,000002.XSHE,02202,26.88,25.85,0.9388,1.77,1.1371
1423,416469,2020-04-03,万科A,000002.XSHE,02202,26.77,25.95,-0.4092,0.39,1.1302
1424,416605,2020-04-07,万科A,000002.XSHE,02202,27.07,26.6,1.1207,3.1,1.1138
1425,416784,2020-04-08,万科A,000002.XSHE,02202,26.96,26.0,-0.4064,-2.26,1.142
1426,416887,2020-04-09,万科A,000002.XSHE,02202,26.69,26.1,-1.0015,0.38,1.1234
1427,417006,2020-04-10,万科A,000002.XSHE,02202,26.88,26.1,0.7119,0.38,1.1348
1428,417125,2020-04-13,万科A,000002.XSHE,02202,27.04,26.1,0.5952,0.38,1.1422
1429,417213,2020-04-14,万科A,000002.XSHE,02202,27.35,26.25,1.1464,0.57,1.1475
1430,417374,2020-04-15,万科A,000002.XSHE,02202,26.7,25.5,-2.3766,-2.86,1.153
1431,417491,2020-04-16,万科A,000002.XSHE,02202,26.58,25.0,-0.4494,-1.96,1.1677
1432,417546,2020-04-17,万科A,000002.XSHE,02202,26.72,25.55,0.5267,2.2,1.146
1433,417743,2020-04-20,万科A,000002.XSHE,02202,26.58,25.1,-0.524,-1.76,1.1608
1434,417810,2020-04-21,万科A,000002.XSHE,02202,26.02,24.6,-2.1068,-1.99,1.1607
1435,417953,2020-04-22,万科A,000002.XSHE,02202,26.13,24.5,0.4228,-0.41,1.1667
1436,418049,2020-04-23,万科A,000002.XSHE,02202,26.0,24.45,-0.4975,-0.2,1.1649
1437,418189,2020-04-24,万科A,000002.XSHE,02202,25.68,24.15,-1.2308,-1.23,1.1675
1438,418249,2020-04-27,万科A,000002.XSHE,02202,25.88,24.8,0.7788,2.69,1.1436
1439,418381,2020-04-28,万科A,000002.XSHE,02202,26.39,25.35,1.9706,2.22,1.1401
1440,418502,2020-04-29,万科A,000002.XSHE,02202,26.86,25.8,1.781,1.78,1.1413
1441,418621,2020-04-30,万科A,000002.XSHE,02202,26.8,25.8,-0.2234,1.78,1.1389
1442,418743,2020-05-06,万科A,000002.XSHE,02202,26.26,25.25,-2.0149,2.02,1.1431
1443,418923,2020-05-07,万科A,000002.XSHE,02202,25.97,24.85,-1.1043,-1.58,1.1419
1444,418983,2020-05-08,万科A,000002.XSHE,02202,26.26,25.2,1.1167,1.41,1.1419
1445,419092,2020-05-11,万科A,000002.XSHE,02202,26.41,25.5,0.5712,1.19,1.1361
1446,419274,2020-05-12,万科A,000002.XSHE,02202,25.93,25.0,-1.8175,-1.96,1.134
1447,419336,2020-05-13,万科A,000002.XSHE,02202,25.93,25.0,0.0,0.0,1.1362
1448,419525,2020-05-14,万科A,000002.XSHE,02202,25.49,24.15,-1.6969,-3.4,1.1552
1449,419570,2020-05-15,万科A,000002.XSHE,02202,25.49,24.2,0.0,0.21,1.1521
1450,419710,2020-05-18,万科A,000002.XSHE,02202,26.21,24.3,2.8246,0.41,1.179
1451,419778,2020-05-19,万科A,000002.XSHE,02202,26.13,25.4,-0.3052,4.53,1.1231
1452,419986,2020-05-20,万科A,000002.XSHE,02202,25.61,25.1,-1.99,-1.18,1.1154
1453,420061,2020-05-21,万科A,000002.XSHE,02202,25.58,25.05,-0.1171,-0.2,1.1173
1454,420247,2020-05-22,万科A,000002.XSHE,02202,25.16,24.25,-1.6419,-3.19,1.1326
1455,420348,2020-05-25,万科A,000002.XSHE,02202,25.46,24.6,1.1924,1.44,1.1281
1456,420467,2020-05-26,万科A,000002.XSHE,02202,25.83,25.2,1.4533,2.44,1.1153
1457,420631,2020-05-27,万科A,000002.XSHE,02202,25.9,25.1,0.271,-0.4,1.1233
1458,420740,2020-05-28,万科A,000002.XSHE,02202,26.14,25.0,0.9266,-0.4,1.1324
1459,420855,2020-05-29,万科A,000002.XSHE,02202,25.7,25.15,-1.6832,0.6,1.1105
1460,420958,2020-06-01,万科A,000002.XSHE,02202,26.4,26.0,2.7237,3.38,1.1063
1461,421068,2020-06-02,万科A,000002.XSHE,02202,27.24,26.35,3.1818,1.35,1.1252
1462,421254,2020-06-03,万科A,000002.XSHE,02202,26.84,26.25,-1.4684,-0.38,1.1175
1463,421291,2020-06-04,万科A,000002.XSHE,02202,26.73,26.85,-0.4098,2.29,1.0856
